# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "-F" "GTF" "-t" "exon" "-g" "gene_id" "-a" "analyses/03_annotation/braker3_chr3/braker_output/braker.gtf" "-o" "analyses/06_counts/featurecounts_braker_chr3.txt" "analyses/05_expression/mapping/control/Control_1.sorted.bam" "analyses/05_expression/mapping/control/Control_2.sorted.bam" "analyses/05_expression/mapping/control/Control_3.sorted.bam" "analyses/05_expression/mapping/heat_treated/Heat_1.sorted.bam" "analyses/05_expression/mapping/heat_treated/Heat_2.sorted.bam" "analyses/05_expression/mapping/heat_treated/Heat_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	analyses/05_expression/mapping/control/Control_1.sorted.bam	analyses/05_expression/mapping/control/Control_2.sorted.bam	analyses/05_expression/mapping/control/Control_3.sorted.bam	analyses/05_expression/mapping/heat_treated/Heat_1.sorted.bam	analyses/05_expression/mapping/heat_treated/Heat_2.sorted.bam	analyses/05_expression/mapping/heat_treated/Heat_3.sorted.bam
g410	contig_103_pilon;contig_103_pilon;contig_103_pilon	2124944;2125308;2125558	2125014;2125418;2125693	-;-;-	318	0	0	0	0	0	0
g411	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2126085;2126572;2127505;2127845;2127983;2128380;2128683;2128834;2128987;2129507	2126254;2127407;2127786;2127927;2128167;2128565;2128782;2128902;2129403;2129884	-;-;-;-;-;-;-;-;-;-	2706	0	0	1	0	0	0
g412	contig_103_pilon	2129979	2131505	-	1527	0	2	2	0	0	1
g413	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2131573;2131944;2132271;2132518;2132753;2133038;2133705;2133828;2137189;2138005	2131851;2132212;2132467;2132675;2132933;2133132;2133785;2134085;2137308;2138127	-;-;-;-;-;-;-;-;-;-	1761	39	234	195	7	0	11
g414	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2138199;2139678;2140027;2140225;2140460;2140728;2141054;2141284	2139543;2139747;2140102;2140347;2140579;2140818;2141230;2141609	-;-;-;-;-;-;-;-	2328	177	974	2028	66	90	68
g415	contig_103_pilon	2143952	2144185	-	234	0	0	0	0	0	0
g416	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2144246;2144585;2144872;2145370;2145596;2146160;2146493;2147131;2147449;2147666	2144455;2144692;2145271;2145499;2145954;2146436;2147080;2147259;2147557;2147857	-;-;-;-;-;-;-;-;-;-	2502	0	0	0	0	0	0
g417	contig_103_pilon;contig_103_pilon;contig_103_pilon	2147922;2148309;2148548	2148263;2148404;2148613	-;-;-	504	0	0	0	0	0	0
g418	contig_103_pilon	2148679	2149359	-	681	6	4	0	4	0	0
g419	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2149427;2150443;2150909;2151533;2151884;2152409	2150360;2150794;2150993;2151831;2151990;2152551	-;-;-;-;-;-	1920	0	7	2	16	4	0
g420	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2163461;2163461;2163823;2163823;2164032;2164032;2164654;2164669;2164751;2164751;2165014;2165014;2165535;2165535;2165845;2165845;2166083;2166083;2166527;2166527;2166782;2166782;2167201;2167201;2167506;2167506;2167847;2167847;2168257;2168257;2168513;2168513	2163595;2163595;2163860;2163860;2164099;2164099;2164681;2164681;2164824;2164824;2165267;2165267;2165654;2165654;2165926;2165926;2166279;2166279;2166617;2166617;2167020;2167020;2167365;2167365;2167580;2167580;2167978;2167978;2168313;2168313;2168716;2168716	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1959	1504	1298	1824	1249	921	2966
g421	contig_103_pilon;contig_103_pilon	2169887;2170177	2170030;2170560	-;-	528	1	2	1	17	6	7
g422	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2170628;2171512;2171975;2172358;2172620;2173171;2173380;2173745;2173940;2174343;2175238	2170873;2171766;2172099;2172402;2172698;2173239;2173550;2173807;2174011;2174772;2175374	+;+;+;+;+;+;+;+;+;+;+	1692	853	782	860	2227	1038	1544
g423	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2177180;2177464;2177770;2178076;2178412;2178910;2179237;2179573;2179864;2180231;2180576;2180921;2181201;2181386;2181839;2182199;2182379;2182779;2183075;2183551;2184757;2185046;2185917	2177263;2177580;2177819;2178127;2178546;2178951;2179340;2179691;2180043;2180269;2180631;2181079;2181269;2181451;2182009;2182267;2182460;2182823;2183199;2183805;2184999;2185340;2185921	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2562	1877	1388	1405	2841	1644	2385
g424	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2191429;2191701;2192462;2192908;2194746;2195247;2195715;2196720;2197414	2191609;2191762;2192644;2193117;2194926;2195458;2195870;2197367;2197716	-;-;-;-;-;-;-;-;-	2136	855	1272	1509	1174	1160	760
g425	contig_103_pilon	2197842	2198282	+	441	89	65	106	73	45	25
g426	contig_103_pilon	2202329	2202583	+	255	0	0	0	0	0	0
g427	contig_103_pilon	2202620	2202850	+	231	0	0	0	0	0	0
g428	contig_103_pilon;contig_103_pilon;contig_103_pilon	2206556;2207173;2208465	2207042;2207743;2209155	-;-;-	1749	1739	1091	912	641	222	884
g429	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2209260;2209801;2210075;2210297;2213278;2213703	2209316;2209880;2210173;2210819;2213440;2213863	-;-;-;-;-;-	1083	59	39	41	26	19	46
g430	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2219641;2220017;2220343;2220725;2221581;2221862;2222270	2219814;2220082;2220528;2221328;2221701;2222017;2222690	-;-;-;-;-;-;-	1728	394	2727	2739	2744	1374	3235
g431	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2227840;2228502;2229157;2229697;2230059	2228103;2228678;2229291;2229801;2230196	-;-;-;-;-	819	60	43	61	37	33	96
g432	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2231726;2231900;2232023;2235148;2235803	2231751;2231976;2234847;2235482;2236046	-;-;-;-;-	3507	1088	4251	4376	297	151	664
g433	contig_103_pilon;contig_103_pilon;contig_103_pilon	2236100;2236449;2236707	2236346;2236609;2237195	-;-;-	897	30	87	71	1	2	28
g434	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2244476;2244797;2245012;2245286;2245879;2246158	2244670;2244878;2245156;2245750;2245999;2246547	-;-;-;-;-;-	1398	277	426	820	38	7	40
g435	contig_103_pilon;contig_103_pilon	2247605;2247904	2247859;2248131	+;+	483	19	14	24	4	0	4
g436	contig_103_pilon;contig_103_pilon;contig_103_pilon	2252666;2253125;2253263	2252737;2253163;2253493	+;+;+	342	0	0	0	0	0	0
g437	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2258619;2258619;2259706;2259706;2262294;2262344;2262695;2262695;2263100;2263100;2263359;2263359;2263754;2263754	2259262;2259262;2261998;2262002;2262331;2262359;2262876;2262876;2263123;2263123;2263699;2263699;2263906;2263906	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3695	110	93	75	35	17	88
g438	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2268533;2269086;2269513;2269855;2270849;2271032;2271400;2271647	2268793;2269273;2269657;2270084;2270916;2271204;2271450;2271685	-;-;-;-;-;-;-;-	1155	444	223	260	42	69	80
g439	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2271805;2271948;2272474;2272754	2271822;2272170;2272588;2272772	+;+;+;+	375	36	43	61	24	22	43
g440	contig_103_pilon;contig_103_pilon;contig_103_pilon	2272926;2273039;2273393	2272962;2273161;2273898	+;+;+	666	141	88	92	11	9	44
g441	contig_103_pilon	2281005	2282408	+	1404	0	0	0	0	0	0
g442	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2283828;2284164;2284262;2284522	2283980;2284216;2284425;2284955	+;+;+;+	804	0	0	0	0	0	0
g443	contig_103_pilon	2285053	2285598	+	546	0	0	0	0	0	0
g444	contig_103_pilon;contig_103_pilon	2285820;2288544	2286022;2288673	+;+	333	0	0	0	0	0	0
g445	contig_103_pilon;contig_103_pilon	2290148;2291691	2290313;2291707	-;-	183	10	23	11	19	0	22
g446	contig_103_pilon	2291839	2292546	+	708	66	474	304	58	32	212
g447	contig_103_pilon;contig_103_pilon	2307433;2307702	2307650;2307711	-;-	228	4	0	2	0	0	0
g448	contig_103_pilon	2307775	2308131	+	357	2	0	5	0	0	2
g449	contig_103_pilon	2312506	2313504	-	999	18	5	3	0	2	0
g450	contig_103_pilon;contig_103_pilon	2314054;2314247	2314139;2314397	+;+	237	0	0	0	0	0	0
g451	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2318478;2319624;2320049;2321034;2321454;2322258;2322525;2323001;2323379;2323795	2319516;2319764;2320944;2321124;2321555;2322318;2322641;2323106;2323703;2323904	-;-;-;-;-;-;-;-;-;-	2988	185	206	238	14	10	52
g452	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2333706;2333953;2334378;2335962;2336241;2339989;2340276;2341064;2342381	2333770;2334167;2335123;2336188;2336485;2340125;2340931;2341624;2342774	-;-;-;-;-;-;-;-;-	3246	2687	2682	2583	6872	3833	5317
g453	contig_103_pilon;contig_103_pilon	2351128;2351434	2351284;2351606	-;-	330	8	10	2	43	190	14
g454	contig_103_pilon;contig_103_pilon;contig_103_pilon	2352189;2352645;2354142	2352295;2353998;2354219	+;+;+	1539	66	87	124	588	2429	739
g455	contig_103_pilon	2379737	2380177	-	441	2	4	4	16	3	0
g456	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2380289;2380620;2381006;2381143;2381881;2382441;2382940;2383324;2383646;2383755	2380575;2380792;2381085;2381830;2382188;2382867;2383010;2383447;2383657;2384065	+;+;+;+;+;+;+;+;+;+	2481	226	156	436	565	471	481
g457	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2389889;2390385;2390823;2390950;2391644;2392748;2393041;2393258	2390186;2390509;2390893;2391391;2392690;2392827;2393213;2393544	-;-;-;-;-;-;-;-	2523	565	329	571	1054	790	684
g458	contig_103_pilon;contig_103_pilon	2393718;2393835	2393748;2394313	+;+	510	2	0	2	3	0	0
g459	contig_103_pilon	2396929	2397300	-	372	0	0	0	0	0	0
g460	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2398985;2399283;2399616;2399922;2400264;2400631;2400913;2401903	2399167;2399333;2399720;2400053;2400357;2400725;2401032;2402319	-;-;-;-;-;-;-;-	1197	380	412	314	497	287	536
g461	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2403779;2403779;2404012;2404112;2404585;2404593;2404690;2404849;2404916;2405557	2403890;2403890;2404243;2404243;2404642;2404642;2404716;2404936;2404960;2405582	+;+;+;+;+;+;+;+;+;+	567	47	43	12	9	2	6
g462	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2405597;2405597;2405600;2406279;2406279;2406279;2406700;2406700;2406700;2407477;2407480;2407480;2407917;2407917;2407917;2408252;2408252;2408252	2405914;2405914;2405914;2406437;2406437;2406437;2406969;2406969;2406969;2407725;2407725;2407725;2408072;2408072;2408072;2408260;2408260;2408260	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1161	101	78	74	56	4	52
g463	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2408930;2409448;2410046;2411763;2411999	2409193;2409714;2411716;2411852;2412082	-;-;-;-;-	2376	496	533	512	859	386	910
g464	contig_103_pilon;contig_103_pilon	2419106;2420222	2419230;2420321	-;-	225	0	0	0	0	0	0
g465	contig_103_pilon	2420869	2421582	-	714	0	0	0	0	0	0
g466	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2421708;2421903;2422292;2424084	2421793;2422191;2423998;2424392	-;-;-;-	2391	0	0	0	0	0	0
g467	contig_103_pilon;contig_103_pilon;contig_103_pilon	2425359;2425865;2426129	2425616;2425936;2426254	+;+;+	456	0	0	0	0	0	0
g468	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2427121;2427589;2428406;2429262;2430242	2427435;2428121;2429215;2430153;2430469	-;-;-;-;-	2778	0	0	0	0	0	0
g469	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2430859;2431344;2431952;2432150;2434645;2435356;2435655;2436156	2431238;2431441;2432011;2432288;2435268;2435545;2436044;2436197	+;+;+;+;+;+;+;+	1923	0	0	0	0	0	0
g470	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2436504;2436913;2437385;2437776;2438139	2436856;2437062;2437688;2438046;2438344	+;+;+;+;+	1284	0	0	0	0	0	0
g471	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2444590;2445458;2445666;2446011;2446298;2446710;2446994;2447504;2448001;2448463	2445190;2445555;2445836;2446111;2446433;2446760;2447287;2447738;2448281;2448684	+;+;+;+;+;+;+;+;+;+	2190	1500	2283	1811	89	87	197
g472	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2450283;2450522;2451043;2451350;2451643	2450369;2450587;2451108;2451526;2452653	-;-;-;-;-	1407	156	344	349	247	128	72
g473	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2452712;2453395;2453728;2453955;2454168;2454468	2452727;2453652;2453911;2454084;2454315;2454496	-;-;-;-;-;-	765	29	62	60	50	43	8
g474	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2471915;2472522;2473539;2473736;2474510;2474864;2475120	2471993;2473263;2473585;2473879;2474755;2474916;2475191	-;-;-;-;-;-;-	1383	1517	1004	1224	2303	1382	2565
g475	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2481465;2481720;2482033;2482883;2483143;2483522;2483786;2483990;2484348;2484596;2485023;2485381;2485793;2486096	2481638;2481878;2482125;2482978;2483246;2483685;2483881;2484112;2484436;2484701;2485120;2485620;2485876;2486116	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1647	882	1417	1114	1054	663	733
g476	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2487035;2487035;2487035;2487179;2487179;2487179;2487766;2488060;2488260;2488260;2488260;2488396;2488396;2488396;2489281;2489281;2489281;2489575;2489609;2489609;2490037;2490037;2490037;2490302;2490302;2490302	2487037;2487037;2487037;2487292;2487292;2487292;2487775;2488097;2488304;2488304;2488304;2488758;2488751;2488758;2489318;2489318;2489318;2489647;2489647;2489647;2490118;2490118;2490118;2490367;2490367;2490367	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	832	241	198	324	1022	661	504
g477	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2490427;2490770;2491064;2491670;2492143;2492548;2496114;2496330;2496493;2496637;2496967;2497398;2497717	2490554;2490898;2491116;2491784;2492222;2493061;2496180;2496406;2496533;2496797;2497061;2497462;2497955	-;-;-;-;-;-;-;-;-;-;-;-;-	1764	222	86	146	77	84	80
g478	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2499930;2500135;2500402;2500870;2501164;2501302;2501860;2502265;2502657;2502790;2503000	2500072;2500216;2500654;2500998;2501216;2501770;2501908;2502344;2502745;2502955;2503328	-;-;-;-;-;-;-;-;-;-;-	1842	156	418	341	679	363	496
g479	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2505510;2505510;2505787;2505787;2506052;2506052;2506271;2506271;2509494;2509494;2510186;2510186;2510435;2510506;2510864;2510924;2512006	2505673;2505673;2505936;2505936;2506121;2506121;2509252;2509252;2509985;2509985;2510276;2510276;2510475;2510550;2510940;2510981;2512250	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4398	1115	1183	1190	1079	486	1612
g480	contig_103_pilon;contig_103_pilon;contig_103_pilon	2511748;2511986;2512382	2511863;2512065;2512557	-;-;-	372	0	0	0	9	5	14
g481	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2513162;2513372;2513584;2513907;2514196;2514555;2514869;2515230;2515860;2516012	2513242;2513422;2513692;2514017;2514296;2514649;2515009;2515524;2515959;2516247	-;-;-;-;-;-;-;-;-;-	1320	558	838	833	651	383	811
g482	contig_103_pilon	2516305	2516628	+	324	1	0	0	0	0	0
g483	contig_103_pilon	2516678	2516920	+	243	0	0	0	0	0	0
g484	contig_103_pilon	2521974	2522555	+	582	0	0	0	0	0	0
g485	contig_103_pilon	2522629	2523336	+	708	0	0	0	0	0	0
g486	contig_103_pilon	2526642	2527379	-	738	0	0	0	0	0	0
g487	contig_103_pilon;contig_103_pilon	2527437;2528003	2527768;2528360	+;+	690	0	0	0	0	0	0
g488	contig_103_pilon	2530341	2530637	-	297	0	0	0	0	0	0
g489	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2530725;2530837;2531747;2532465;2534939;2536754	2530766;2531379;2532402;2534791;2535972;2536873	+;+;+;+;+;+	4722	0	0	0	0	0	0
g490	contig_103_pilon;contig_103_pilon	2543591;2543957	2543912;2544300	-;-	666	0	0	0	0	0	0
g491	contig_103_pilon	2544337	2544756	-	420	0	0	0	0	0	0
g492	contig_103_pilon	2552665	2553240	-	576	0	0	0	0	0	0
g493	contig_103_pilon;contig_103_pilon;contig_103_pilon	2553298;2553847;2553933	2553631;2553887;2554220	+;+;+	663	0	0	0	0	0	0
g494	contig_103_pilon	2556213	2556476	-	264	0	0	0	0	0	0
g495	contig_103_pilon	2556564	2557160	+	597	0	0	0	0	0	0
g496	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2564431;2565279;2565394;2566241;2566815;2567329	2564626;2565343;2566193;2566739;2566908;2567579	-;-;-;-;-;-	1905	0	0	0	0	0	0
g497	contig_103_pilon;contig_103_pilon;contig_103_pilon	2567719;2568180;2568514	2568088;2568260;2568767	-;-;-	705	0	0	0	0	0	0
g498	contig_103_pilon;contig_103_pilon	2568919;2569290	2569143;2569856	-;-	792	0	0	0	0	0	0
g499	contig_103_pilon;contig_103_pilon	2571200;2571946	2571300;2572426	+;+	582	0	0	0	0	0	0
g500	contig_103_pilon;contig_103_pilon	2575133;2575657	2575350;2575738	+;+	300	0	0	0	0	0	0
g501	contig_103_pilon;contig_103_pilon;contig_103_pilon	2577158;2577385;2577602	2577340;2577556;2577849	+;+;+	603	0	0	0	0	0	0
g502	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2578216;2578545;2578829;2579239;2579536	2578377;2578718;2579153;2579340;2579816	+;+;+;+;+	1044	0	0	0	0	0	0
g503	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2581536;2582214;2582561;2583646;2583993;2584315;2584650;2584905;2585307;2585760;2586282	2581991;2582287;2582639;2583801;2584097;2584438;2584764;2585114;2585432;2586081;2587088	-;-;-;-;-;-;-;-;-;-;-	2574	854	1022	986	1261	471	1269
g504	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2590058;2590478;2590613;2591895;2592371;2592930;2593239;2593582;2594244;2594575;2594890;2595190;2595442;2595747;2596110;2596318;2596560;2596793;2598073	2590259;2590569;2590964;2592010;2592717;2593110;2593361;2593869;2594369;2594676;2594943;2595296;2595634;2595884;2596190;2596398;2596640;2596854;2598394	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3048	2697	2528	2844	3884	2350	3942
